model,prompt_lang,adj_lang,intervention_lang,measure_lang,ablation_method,amplification_method,zero_ablation_mean,target_amplification_mean,original_mean,combined_mean,combined_minus_original,combined_minus_zero_ablation,combined_minus_target_amplification,combined_n,zero_ablation_n,target_amplification_n
qwen3-4b,en,es,de,ja,val,val,-16.488203745039684,-9.419580576371173,-15.97132316468254,-16.488203745039684,-0.5168805803571441,0.0,-7.068623168668511,126.0,126.0,2.0
qwen3-4b,en,es,de,ko,desc,desc,-19.142875501844618,-16.526330753248565,-19.149763997395834,-19.142875501844618,0.006888495551216067,0.0,-2.616544748596052,135.0,135.0,2.0
qwen3-4b,en,es,de,ko,desc,freq,-19.142875501844618,-9.34412617586097,-19.149763997395834,-10.873759856047453,8.27600414134838,8.269115645797164,-1.5296336801864836,135.0,135.0,2.0
qwen3-4b,en,es,de,ko,desc,val,-19.142875501844618,-12.508858816964286,-19.149763997395834,-10.138425925925926,9.011338071469908,9.004449575918692,2.3704328910383605,135.0,135.0,2.0
qwen3-4b,en,es,de,ko,freq,desc,-19.123741319444445,-16.526330753248565,-19.149763997395834,-19.123741319444445,0.026022677951388573,0.0,-2.5974105661958795,135.0,135.0,2.0
qwen3-4b,en,es,de,ko,freq,freq,-19.123741319444445,-9.34412617586097,-19.149763997395834,-19.123741319444445,0.026022677951388573,0.0,-9.779615143583476,135.0,135.0,2.0
qwen3-4b,en,es,de,ko,freq,val,-19.123741319444445,-12.508858816964286,-19.149763997395834,-10.298350694444444,8.85141330295139,8.825390625,2.210508122519842,135.0,135.0,2.0
qwen3-4b,en,es,de,ko,val,desc,-19.32839626736111,-16.526330753248565,-19.149763997395834,-19.342834924768518,-0.19307092737268405,-0.014438657407406907,-2.816504171519952,135.0,135.0,2.0
qwen3-4b,en,es,de,ko,val,freq,-19.32839626736111,-9.34412617586097,-19.149763997395834,-11.416995804398148,7.7327681929976855,7.911400462962963,-2.0728696285371786,135.0,135.0,2.0
qwen3-4b,en,es,de,ko,val,val,-19.32839626736111,-12.508858816964286,-19.149763997395834,-19.32839626736111,-0.17863226996527715,0.0,-6.819537450396824,135.0,135.0,2.0
qwen3-4b,en,es,de,zh,desc,desc,-13.899922520661157,-11.982401945153061,-13.90444214876033,-13.899922520661157,0.004519628099172834,0.0,-1.917520575508096,121.0,121.0,2.0
qwen3-4b,en,es,de,zh,desc,freq,-13.899922520661157,-5.073257134885204,-13.90444214876033,-6.247645354467975,7.6567967942923545,7.652277166193182,-1.174388219582771,121.0,121.0,2.0
qwen3-4b,en,es,de,zh,desc,val,-13.899922520661157,-8.694844148596939,-13.90444214876033,-4.0534607438016526,9.850981404958677,9.846461776859504,4.641383404795286,121.0,121.0,2.0
qwen3-4b,en,es,de,zh,freq,desc,-13.876388171487603,-11.982401945153061,-13.90444214876033,-13.876388171487603,0.028053977272726627,0.0,-1.8939862263345422,121.0,121.0,2.0
qwen3-4b,en,es,de,zh,freq,freq,-13.876388171487603,-5.073257134885204,-13.90444214876033,-13.876388171487603,0.028053977272726627,0.0,-8.803131036602398,121.0,121.0,2.0
qwen3-4b,en,es,de,zh,freq,val,-13.876388171487603,-8.694844148596939,-13.90444214876033,-3.7208161157024793,10.18362603305785,10.155572055785123,4.974028032894459,121.0,121.0,2.0
qwen3-4b,en,es,de,zh,val,desc,-14.539353047520661,-11.982401945153061,-13.90444214876033,-14.577301782024794,-0.6728596332644639,-0.037948734504132275,-2.5948998368717326,121.0,121.0,2.0
qwen3-4b,en,es,de,zh,val,freq,-14.539353047520661,-5.073257134885204,-13.90444214876033,-7.12342216554752,6.7810199832128095,7.415930881973141,-2.050165030662316,121.0,121.0,2.0
qwen3-4b,en,es,de,zh,val,val,-14.539353047520661,-8.694844148596939,-13.90444214876033,-14.539353047520661,-0.6349108987603316,0.0,-5.844508898923722,121.0,121.0,2.0
qwen3-4b,en,es,en,de,freq,freq,-11.033927671370968,-5.843221859056123,-11.026619203629032,-11.033927671370968,-0.007308467741935942,0.0,-5.190705812314845,124.0,124.0,2.0
qwen3-4b,en,es,en,de,freq,val,-11.033927671370968,-7.083805006377551,-11.026619203629032,-2.0200352822580645,9.006583921370968,9.013892389112904,5.063769724119487,124.0,124.0,2.0
qwen3-4b,en,es,en,de,val,freq,-11.609738257623487,-5.843221859056123,-11.026619203629032,-11.513500582787298,-0.486881379158266,0.09623767483618906,-5.670278723731175,124.0,124.0,2.0
qwen3-4b,en,es,en,de,val,val,-11.609738257623487,-7.083805006377551,-11.026619203629032,-11.609738257623487,-0.5831190539944551,0.0,-4.525933251245936,124.0,124.0,2.0
qwen3-4b,en,es,en,en,freq,freq,-6.928147007042254,-2.1159643056441326,-6.920224471830986,-6.928147007042254,-0.007922535211267956,0.0,-4.812182701398122,142.0,142.0,2.0
qwen3-4b,en,es,en,en,freq,val,-6.928147007042254,-3.704081632653061,-6.920224471830986,2.353213028169014,9.2734375,9.281360035211268,6.057294660822075,142.0,142.0,2.0
qwen3-4b,en,es,en,en,val,freq,-7.764992297535211,-2.1159643056441326,-6.920224471830986,-7.720868177816901,-0.800643705985915,0.044124119718309984,-5.604903872172768,142.0,142.0,2.0
qwen3-4b,en,es,en,en,val,val,-7.764992297535211,-3.704081632653061,-6.920224471830986,-7.764992297535211,-0.844767825704225,0.0,-4.06091066488215,142.0,142.0,2.0
qwen3-4b,en,es,en,es,freq,freq,-1.524955035971223,0.0,-1.5233812949640289,-1.524955035971223,-0.001573741007194096,0.0,-1.524955035971223,139.0,139.0,2.0
qwen3-4b,en,es,en,es,freq,val,-1.524955035971223,0.0,-1.5233812949640289,-0.48741007194244607,1.0359712230215827,1.0375449640287768,-0.48741007194244607,139.0,139.0,2.0
qwen3-4b,en,es,en,es,val,freq,-1.603080035971223,0.0,-1.5233812949640289,-1.5731789568345325,-0.04979766187050361,0.02990107913669049,-1.5731789568345325,139.0,139.0,2.0
qwen3-4b,en,es,en,es,val,val,-1.603080035971223,0.0,-1.5233812949640289,-1.603080035971223,-0.0796987410071941,0.0,-1.603080035971223,139.0,139.0,2.0
qwen3-4b,en,es,en,fr,freq,freq,-5.402253605769231,-2.1724155970982144,-5.403545673076923,-5.402253605769231,0.0012920673076921574,0.0,-3.229838008671017,130.0,130.0,2.0
qwen3-4b,en,es,en,fr,freq,val,-5.402253605769231,-2.333466198979592,-5.403545673076923,-0.5497596153846154,4.853786057692308,4.852493990384616,1.7837065835949766,130.0,130.0,2.0
qwen3-4b,en,es,en,fr,val,freq,-5.753936298076923,-2.1724155970982144,-5.403545673076923,-5.7106069711538465,-0.3070612980769232,0.04332932692307612,-3.538191374055632,130.0,130.0,2.0
qwen3-4b,en,es,en,fr,val,val,-5.753936298076923,-2.333466198979592,-5.403545673076923,-5.753936298076923,-0.3503906249999993,0.0,-3.4204700990973307,130.0,130.0,2.0
qwen3-4b,en,es,en,ja,freq,freq,-15.986328125,-5.222332389987246,-15.97132316468254,-15.986328125,-0.015004960317460458,0.0,-10.763995735012754,126.0,126.0,2.0
qwen3-4b,en,es,en,ja,freq,val,-15.986328125,-9.419580576371173,-15.97132316468254,1.6746031746031746,17.645926339285715,17.660931299603174,11.094183750974347,126.0,126.0,2.0
qwen3-4b,en,es,en,ja,val,freq,-16.70107111855159,-5.222332389987246,-15.97132316468254,-16.329605344742063,-0.3582821800595237,0.3714657738095255,-11.107272954754817,126.0,126.0,2.0
qwen3-4b,en,es,en,ja,val,val,-16.70107111855159,-9.419580576371173,-15.97132316468254,-16.70107111855159,-0.7297479538690492,0.0,-7.281490542180416,126.0,126.0,2.0
qwen3-4b,en,es,en,ko,freq,freq,-19.158155201099536,-9.34412617586097,-19.149763997395834,-19.158155201099536,-0.008391203703702388,0.0,-9.814029025238566,135.0,135.0,2.0
qwen3-4b,en,es,en,ko,freq,val,-19.158155201099536,-12.508858816964286,-19.149763997395834,-1.9305555555555556,17.219208441840276,17.22759964554398,10.578303261408731,135.0,135.0,2.0
qwen3-4b,en,es,en,ko,val,freq,-19.64604130497685,-9.34412617586097,-19.149763997395834,-19.27969654224537,-0.1299325448495381,0.36634476273147953,-9.935570366384402,135.0,135.0,2.0
qwen3-4b,en,es,en,ko,val,val,-19.64604130497685,-12.508858816964286,-19.149763997395834,-19.64604130497685,-0.4962773075810176,0.0,-7.137182488012565,135.0,135.0,2.0
qwen3-4b,en,es,en,zh,freq,freq,-13.917226239669422,-5.073257134885204,-13.90444214876033,-13.917226239669422,-0.012784090909091717,0.0,-8.843969104784218,121.0,121.0,2.0
qwen3-4b,en,es,en,zh,freq,val,-13.917226239669422,-8.694844148596939,-13.90444214876033,4.2277892561983474,18.132231404958677,18.145015495867767,12.922633404795286,121.0,121.0,2.0
qwen3-4b,en,es,en,zh,val,freq,-14.84592910640496,-5.073257134885204,-13.90444214876033,-14.519208419421487,-0.614766270661157,0.3267206869834727,-9.445951284536282,121.0,121.0,2.0
qwen3-4b,en,es,en,zh,val,val,-14.84592910640496,-8.694844148596939,-13.90444214876033,-14.84592910640496,-0.9414869576446296,0.0,-6.1510849578080204,121.0,121.0,2.0
qwen3-4b,en,es,es,de,desc,desc,-9.821100050403226,-8.90951849489796,-11.026619203629032,-9.821100050403226,1.205519153225806,0.0,-0.9115815555052666,124.0,124.0,2.0
qwen3-4b,en,es,es,de,desc,freq,-9.821100050403226,-5.843221859056123,-11.026619203629032,-10.163810483870968,0.8628087197580641,-0.342710433467742,-4.320588624814845,124.0,124.0,2.0
qwen3-4b,en,es,es,de,desc,val,-9.821100050403226,-7.083805006377551,-11.026619203629032,-3.162046370967742,7.86457283266129,6.659053679435484,3.921758635409809,124.0,124.0,2.0
qwen3-4b,en,es,es,de,freq,desc,-7.878386466733871,-8.90951849489796,-11.026619203629032,-7.880906628024194,3.145712575604838,-0.002520161290322953,1.0286118668737654,124.0,124.0,2.0
qwen3-4b,en,es,es,de,freq,freq,-7.878386466733871,-5.843221859056123,-11.026619203629032,-7.878386466733871,3.148232736895161,0.0,-2.035164607677748,124.0,124.0,2.0
qwen3-4b,en,es,es,de,freq,val,-7.878386466733871,-7.083805006377551,-11.026619203629032,-1.923891129032258,9.102728074596774,5.954495337701613,5.159913877345293,124.0,124.0,2.0
qwen3-4b,en,es,es,de,val,desc,-10.464024697580646,-8.90951849489796,-11.026619203629032,-10.95054183467742,0.0760773689516121,-0.486517137096774,-2.0410233397794606,124.0,124.0,2.0
qwen3-4b,en,es,es,de,val,freq,-10.464024697580646,-5.843221859056123,-11.026619203629032,-10.460094821068548,0.566524382560484,0.003929876512097863,-4.616872962012425,124.0,124.0,2.0
qwen3-4b,en,es,es,de,val,val,-10.464024697580646,-7.083805006377551,-11.026619203629032,-10.464024697580646,0.5625945060483861,0.0,-3.380219691203095,124.0,124.0,2.0
qwen3-4b,en,es,es,en,desc,desc,-5.571192781690141,-5.293207908163265,-6.920224471830986,-5.571192781690141,1.349031690140845,0.0,-0.27798487352687573,142.0,142.0,2.0
qwen3-4b,en,es,es,en,desc,freq,-5.571192781690141,-2.1159643056441326,-6.920224471830986,-5.563490316901408,1.356734154929578,0.007702464788732932,-3.4475260112572754,142.0,142.0,2.0
qwen3-4b,en,es,es,en,desc,val,-5.571192781690141,-3.704081632653061,-6.920224471830986,0.3573943661971831,7.277618838028169,5.928587147887324,4.061475998850244,142.0,142.0,2.0
qwen3-4b,en,es,es,en,freq,desc,-3.2137984154929575,-5.293207908163265,-6.920224471830986,-3.2177596830985915,3.7024647887323945,-0.003961267605633978,2.0754482250646737,142.0,142.0,2.0
qwen3-4b,en,es,es,en,freq,freq,-3.2137984154929575,-2.1159643056441326,-6.920224471830986,-3.2137984154929575,3.7064260563380285,0.0,-1.097834109848825,142.0,142.0,2.0
qwen3-4b,en,es,es,en,freq,val,-3.2137984154929575,-3.704081632653061,-6.920224471830986,1.8210827464788732,8.74130721830986,5.034881161971831,5.525164379131934,142.0,142.0,2.0
qwen3-4b,en,es,es,en,val,desc,-6.37739326584507,-5.293207908163265,-6.920224471830986,-6.892193001760563,0.028031470070422948,-0.514799735915493,-1.5989850935972978,142.0,142.0,2.0
qwen3-4b,en,es,es,en,val,freq,-6.37739326584507,-2.1159643056441326,-6.920224471830986,-6.183978873239437,0.736245598591549,0.1934143926056331,-4.068014567595304,142.0,142.0,2.0
qwen3-4b,en,es,es,en,val,val,-6.37739326584507,-3.704081632653061,-6.920224471830986,-6.37739326584507,0.5428312059859159,0.0,-2.673311633192009,142.0,142.0,2.0
qwen3-4b,en,es,es,es,desc,desc,-1.5804856115107915,0.0,-1.5233812949640289,-1.5804856115107915,-0.057104316546762623,0.0,-1.5804856115107915,139.0,139.0,2.0
qwen3-4b,en,es,es,es,desc,freq,-1.5804856115107915,0.0,-1.5233812949640289,-1.349820143884892,0.17356115107913683,0.23066546762589946,-1.349820143884892,139.0,139.0,2.0
qwen3-4b,en,es,es,es,desc,val,-1.5804856115107915,0.0,-1.5233812949640289,-0.5076438848920863,1.0157374100719425,1.0728417266187051,-0.5076438848920863,139.0,139.0,2.0
qwen3-4b,en,es,es,es,freq,desc,-1.6569244604316546,0.0,-1.5233812949640289,-1.6573741007194245,-0.13399280575539563,-0.0004496402877698369,-1.6573741007194245,139.0,139.0,2.0
qwen3-4b,en,es,es,es,freq,freq,-1.6569244604316546,0.0,-1.5233812949640289,-1.6569244604316546,-0.1335431654676258,0.0,-1.6569244604316546,139.0,139.0,2.0
qwen3-4b,en,es,es,es,freq,val,-1.6569244604316546,0.0,-1.5233812949640289,-0.47571942446043164,1.0476618705035972,1.181205035971223,-0.47571942446043164,139.0,139.0,2.0
qwen3-4b,en,es,es,es,val,desc,-1.720492356115108,0.0,-1.5233812949640289,-1.6452338129496402,-0.12185251798561136,0.07525854316546776,-1.6452338129496402,139.0,139.0,2.0
qwen3-4b,en,es,es,es,val,freq,-1.720492356115108,0.0,-1.5233812949640289,-1.4651528776978417,0.058228417266187105,0.25533947841726623,-1.4651528776978417,139.0,139.0,2.0
qwen3-4b,en,es,es,es,val,val,-1.720492356115108,0.0,-1.5233812949640289,-1.720492356115108,-0.19711106115107913,0.0,-1.720492356115108,139.0,139.0,2.0
qwen3-4b,en,es,es,fr,desc,desc,-4.2549579326923075,-3.0189532844387754,-5.403545673076923,-4.2549579326923075,1.1485877403846159,0.0,-1.236004648253532,130.0,130.0,2.0
qwen3-4b,en,es,es,fr,desc,freq,-4.2549579326923075,-2.1724155970982144,-5.403545673076923,-4.655679086538462,0.7478665865384615,-0.40072115384615437,-2.4832634894402474,130.0,130.0,2.0
qwen3-4b,en,es,es,fr,desc,val,-4.2549579326923075,-2.333466198979592,-5.403545673076923,-1.2204326923076922,4.183112980769231,3.0345252403846152,1.1130335066718997,130.0,130.0,2.0
qwen3-4b,en,es,es,fr,freq,desc,-2.7611253004807694,-3.0189532844387754,-5.403545673076923,-2.762567608173077,2.6409780649038463,-0.0014423076923075762,0.2563856762656984,130.0,130.0,2.0
qwen3-4b,en,es,es,fr,freq,freq,-2.7611253004807694,-2.1724155970982144,-5.403545673076923,-2.7611253004807694,2.642420372596154,0.0,-0.588709703382555,130.0,130.0,2.0
qwen3-4b,en,es,es,fr,freq,val,-2.7611253004807694,-2.333466198979592,-5.403545673076923,-0.45096153846153847,4.9525841346153845,2.310163762019231,1.8825046605180535,130.0,130.0,2.0
qwen3-4b,en,es,es,fr,val,desc,-4.845973557692307,-3.0189532844387754,-5.403545673076923,-5.402283653846154,0.0012620192307695177,-0.5563100961538465,-2.3833303694073784,130.0,130.0,2.0
qwen3-4b,en,es,es,fr,val,freq,-4.845973557692307,-2.1724155970982144,-5.403545673076923,-4.733849158653846,0.6696965144230775,0.1121243990384615,-2.5614335615556314,130.0,130.0,2.0
qwen3-4b,en,es,es,fr,val,val,-4.845973557692307,-2.333466198979592,-5.403545673076923,-4.845973557692307,0.557572115384616,0.0,-2.5125073587127154,130.0,130.0,2.0
qwen3-4b,en,es,es,ja,desc,desc,-15.010362413194445,-13.494671568578603,-15.97132316468254,-15.010362413194445,0.9609607514880949,0.0,-1.5156908446158415,126.0,126.0,2.0
qwen3-4b,en,es,es,ja,desc,freq,-15.010362413194445,-5.222332389987246,-15.97132316468254,-14.076400514632937,1.8949226500496028,0.9339618985615079,-8.854068124645691,126.0,126.0,2.0
qwen3-4b,en,es,es,ja,desc,val,-15.010362413194445,-9.419580576371173,-15.97132316468254,-4.282366071428571,11.688957093253968,10.727996341765873,5.137214504942602,126.0,126.0,2.0
qwen3-4b,en,es,es,ja,freq,desc,-13.01531498015873,-13.494671568578603,-15.97132316468254,-13.017609126984127,2.953714037698413,-0.002294146825397192,0.47706244159447664,126.0,126.0,2.0
qwen3-4b,en,es,es,ja,freq,freq,-13.01531498015873,-5.222332389987246,-15.97132316468254,-13.01531498015873,2.95600818452381,0.0,-7.7929825901714835,126.0,126.0,2.0
qwen3-4b,en,es,es,ja,freq,val,-13.01531498015873,-9.419580576371173,-15.97132316468254,-3.3973214285714284,12.57400173611111,9.6179935515873,6.022259147799744,126.0,126.0,2.0
qwen3-4b,en,es,es,ja,val,desc,-16.08521476624504,-13.494671568578603,-15.97132316468254,-16.568458193824405,-0.5971350291418656,-0.4832434275793638,-3.073786625245802,126.0,126.0,2.0
qwen3-4b,en,es,es,ja,val,freq,-16.08521476624504,-5.222332389987246,-15.97132316468254,-15.82337394593254,0.14794921875,0.2618408203125018,-10.601041555945294,126.0,126.0,2.0
qwen3-4b,en,es,es,ja,val,val,-16.08521476624504,-9.419580576371173,-15.97132316468254,-16.08521476624504,-0.11389160156250178,0.0,-6.6656341898738685,126.0,126.0,2.0
qwen3-4b,en,es,es,ko,desc,desc,-17.973265245225694,-16.526330753248565,-19.149763997395834,-17.973265245225694,1.17649875217014,0.0,-1.446934491977128,135.0,135.0,2.0
qwen3-4b,en,es,es,ko,desc,freq,-17.973265245225694,-9.34412617586097,-19.149763997395834,-18.095878544560186,1.0538854528356474,-0.12261329933449261,-8.751752368699217,135.0,135.0,2.0
qwen3-4b,en,es,es,ko,desc,val,-17.973265245225694,-12.508858816964286,-19.149763997395834,-8.550810185185185,10.598953812210649,9.422455060040509,3.9580486317791017,135.0,135.0,2.0
qwen3-4b,en,es,es,ko,freq,desc,-16.174934895833335,-16.526330753248565,-19.149763997395834,-16.178088831018517,2.9716751663773167,-0.003153935185181922,0.3482419222300486,135.0,135.0,2.0
qwen3-4b,en,es,es,ko,freq,freq,-16.174934895833335,-9.34412617586097,-19.149763997395834,-16.174934895833335,2.9748291015624986,0.0,-6.8308087199723655,135.0,135.0,2.0
qwen3-4b,en,es,es,ko,freq,val,-16.174934895833335,-12.508858816964286,-19.149763997395834,-7.4244212962962965,11.725342701099537,8.750513599537038,5.08443752066799,135.0,135.0,2.0
qwen3-4b,en,es,es,ko,val,desc,-18.501584201388887,-16.526330753248565,-19.149763997395834,-19.092455150462964,0.05730884693286953,-0.5908709490740769,-2.5661243972143986,135.0,135.0,2.0
qwen3-4b,en,es,es,ko,val,freq,-18.501584201388887,-9.34412617586097,-19.149763997395834,-18.75121437355324,0.3985496238425945,-0.2496301721643519,-9.40708819769227,135.0,135.0,2.0
qwen3-4b,en,es,es,ko,val,val,-18.501584201388887,-12.508858816964286,-19.149763997395834,-18.501584201388887,0.6481797960069464,0.0,-5.992725384424601,135.0,135.0,2.0
qwen3-4b,en,es,es,zh,desc,desc,-13.179792419938016,-11.982401945153061,-13.90444214876033,-13.179792419938016,0.7246497288223139,0.0,-1.1973904747849549,121.0,121.0,2.0
qwen3-4b,en,es,es,zh,desc,freq,-13.179792419938016,-5.073257134885204,-13.90444214876033,-12.230436466942148,1.6740056818181817,0.9493559529958677,-7.157179332056944,121.0,121.0,2.0
qwen3-4b,en,es,es,zh,desc,val,-13.179792419938016,-8.694844148596939,-13.90444214876033,-2.5570764462809916,11.347365702479339,10.622715973657025,6.137767702315948,121.0,121.0,2.0
qwen3-4b,en,es,es,zh,freq,desc,-11.27550361570248,-11.982401945153061,-13.90444214876033,-11.282218491735538,2.622223657024792,-0.006714876033058204,0.7001834534175231,121.0,121.0,2.0
qwen3-4b,en,es,es,zh,freq,freq,-11.27550361570248,-5.073257134885204,-13.90444214876033,-11.27550361570248,2.62893853305785,0.0,-6.2022464808172755,121.0,121.0,2.0
qwen3-4b,en,es,es,zh,freq,val,-11.27550361570248,-8.694844148596939,-13.90444214876033,-1.6221590909090908,12.282283057851238,9.65334452479339,7.072685057687848,121.0,121.0,2.0
qwen3-4b,en,es,es,zh,val,desc,-14.362110989152892,-11.982401945153061,-13.90444214876033,-14.795163997933884,-0.8907218491735538,-0.4330530087809912,-2.8127620527808226,121.0,121.0,2.0
qwen3-4b,en,es,es,zh,val,freq,-14.362110989152892,-5.073257134885204,-13.90444214876033,-14.353757747933884,-0.4493155991735538,0.008353241219008822,-9.28050061304868,121.0,121.0,2.0
qwen3-4b,en,es,es,zh,val,val,-14.362110989152892,-8.694844148596939,-13.90444214876033,-14.362110989152892,-0.4576688403925626,0.0,-5.667266840555953,121.0,121.0,2.0
qwen3-4b,en,es,fr,de,desc,desc,-11.039913054435484,-8.90951849489796,-11.026619203629032,-11.039913054435484,-0.013293850806451957,0.0,-2.1303945595375247,124.0,124.0,2.0
qwen3-4b,en,es,fr,de,desc,freq,-11.039913054435484,-5.843221859056123,-11.026619203629032,-8.477775327620968,2.548843876008064,2.562137726814516,-2.634553468564845,124.0,124.0,2.0
qwen3-4b,en,es,fr,de,desc,val,-11.039913054435484,-7.083805006377551,-11.026619203629032,-3.19140625,7.835212953629032,7.848506804435484,3.892398756377551,124.0,124.0,2.0
qwen3-4b,en,es,fr,de,freq,desc,-10.712638608870968,-8.90951849489796,-11.026619203629032,-10.669480846774194,0.3571383568548381,0.04315776209677402,-1.7599623518762346,124.0,124.0,2.0
qwen3-4b,en,es,fr,de,freq,freq,-10.712638608870968,-5.843221859056123,-11.026619203629032,-10.712638608870968,0.31398059475806406,0.0,-4.869416749814845,124.0,124.0,2.0
qwen3-4b,en,es,fr,de,freq,val,-10.712638608870968,-7.083805006377551,-11.026619203629032,-3.0638860887096775,7.962733114919354,7.64875252016129,4.019918917667873,124.0,124.0,2.0
qwen3-4b,en,es,fr,de,val,desc,-11.58251953125,-8.90951849489796,-11.026619203629032,-11.286510836693548,-0.259891633064516,0.29600869455645196,-2.3769923417955887,124.0,124.0,2.0
qwen3-4b,en,es,fr,de,val,freq,-11.58251953125,-5.843221859056123,-11.026619203629032,-7.487974105342742,3.53864509828629,4.094545425907258,-1.644752246286619,124.0,124.0,2.0
qwen3-4b,en,es,fr,de,val,val,-11.58251953125,-7.083805006377551,-11.026619203629032,-11.58251953125,-0.555900327620968,0.0,-4.498714524872449,124.0,124.0,2.0
qwen3-4b,en,es,fr,en,desc,desc,-6.96049735915493,-5.293207908163265,-6.920224471830986,-6.96049735915493,-0.04027288732394396,0.0,-1.6672894509916647,142.0,142.0,2.0
qwen3-4b,en,es,fr,en,desc,freq,-6.96049735915493,-2.1159643056441326,-6.920224471830986,-4.69220400528169,2.228020466549296,2.26829335387324,-2.5762396996375574,142.0,142.0,2.0
qwen3-4b,en,es,fr,en,desc,val,-6.96049735915493,-3.704081632653061,-6.920224471830986,0.636443661971831,7.556668133802817,7.596941021126761,4.340525294624892,142.0,142.0,2.0
qwen3-4b,en,es,fr,en,freq,desc,-6.507922535211268,-5.293207908163265,-6.920224471830986,-6.494828345070423,0.42539612676056304,0.013094190140845008,-1.2016204369071577,142.0,142.0,2.0
qwen3-4b,en,es,fr,en,freq,freq,-6.507922535211268,-2.1159643056441326,-6.920224471830986,-6.507922535211268,0.41230193661971803,0.0,-4.391958229567136,142.0,142.0,2.0
qwen3-4b,en,es,fr,en,freq,val,-6.507922535211268,-3.704081632653061,-6.920224471830986,0.8606954225352113,7.780919894366197,7.368617957746479,4.564777055188272,142.0,142.0,2.0
qwen3-4b,en,es,fr,en,val,desc,-7.429522447183099,-5.293207908163265,-6.920224471830986,-7.103171764964789,-0.18294729313380298,0.32635068221831,-1.8099638568015237,142.0,142.0,2.0
qwen3-4b,en,es,fr,en,val,freq,-7.429522447183099,-2.1159643056441326,-6.920224471830986,-3.44611025528169,3.474114216549296,3.983412191901409,-1.3301459496375574,142.0,142.0,2.0
qwen3-4b,en,es,fr,en,val,val,-7.429522447183099,-3.704081632653061,-6.920224471830986,-7.429522447183099,-0.509297975352113,0.0,-3.725440814530038,142.0,142.0,2.0
qwen3-4b,en,es,fr,es,desc,desc,-1.5388938848920863,0.0,-1.5233812949640289,-1.5388938848920863,-0.015512589928057485,0.0,-1.5388938848920863,139.0,139.0,2.0
qwen3-4b,en,es,fr,es,desc,freq,-1.5388938848920863,0.0,-1.5233812949640289,-1.2888938848920863,0.23448741007194251,0.25,-1.2888938848920863,139.0,139.0,2.0
qwen3-4b,en,es,fr,es,desc,val,-1.5388938848920863,0.0,-1.5233812949640289,-0.5856564748201439,0.9377248201438849,0.9532374100719424,-0.5856564748201439,139.0,139.0,2.0
qwen3-4b,en,es,fr,es,freq,desc,-1.5141636690647482,0.0,-1.5233812949640289,-1.5065197841726619,0.016861510791366996,0.007643884892086339,-1.5065197841726619,139.0,139.0,2.0
qwen3-4b,en,es,fr,es,freq,freq,-1.5141636690647482,0.0,-1.5233812949640289,-1.5141636690647482,0.009217625899280657,0.0,-1.5141636690647482,139.0,139.0,2.0
qwen3-4b,en,es,fr,es,freq,val,-1.5141636690647482,0.0,-1.5233812949640289,-0.5490107913669064,0.9743705035971224,0.9651528776978417,-0.5490107913669064,139.0,139.0,2.0
qwen3-4b,en,es,fr,es,val,desc,-1.6257868705035972,0.0,-1.5233812949640289,-1.5931879496402879,-0.06980665467625902,0.03259892086330929,-1.5931879496402879,139.0,139.0,2.0
qwen3-4b,en,es,fr,es,val,freq,-1.6257868705035972,0.0,-1.5233812949640289,-1.2975494604316546,0.2258318345323742,0.3282374100719425,-1.2975494604316546,139.0,139.0,2.0
qwen3-4b,en,es,fr,es,val,val,-1.6257868705035972,0.0,-1.5233812949640289,-1.6257868705035972,-0.1024055755395683,0.0,-1.6257868705035972,139.0,139.0,2.0
qwen3-4b,en,es,fr,fr,desc,desc,-5.493682391826923,-3.0189532844387754,-5.403545673076923,-5.493682391826923,-0.09013671874999929,0.0,-2.474729107388147,130.0,130.0,2.0
qwen3-4b,en,es,fr,fr,desc,freq,-5.493682391826923,-2.1724155970982144,-5.403545673076923,-1.3280048076923077,4.075540865384616,4.165677584134615,0.8444107894059067,130.0,130.0,2.0
qwen3-4b,en,es,fr,fr,desc,val,-5.493682391826923,-2.333466198979592,-5.403545673076923,-1.0248798076923078,4.378665865384615,4.468802584134615,1.3085863912872842,130.0,130.0,2.0
qwen3-4b,en,es,fr,fr,freq,desc,-5.380979567307692,-3.0189532844387754,-5.403545673076923,-5.293028846153846,0.11051682692307718,0.08795072115384617,-2.2740755617150707,130.0,130.0,2.0
qwen3-4b,en,es,fr,fr,freq,freq,-5.380979567307692,-2.1724155970982144,-5.403545673076923,-5.380979567307692,0.022566105769231015,0.0,-3.208563970209478,130.0,130.0,2.0
qwen3-4b,en,es,fr,fr,freq,val,-5.380979567307692,-2.333466198979592,-5.403545673076923,-1.2353365384615385,4.168209134615385,4.145643028846154,1.0981296605180535,130.0,130.0,2.0
qwen3-4b,en,es,fr,fr,val,desc,-5.7713040865384615,-3.0189532844387754,-5.403545673076923,-5.038701923076923,0.36484375000000036,0.7326021634615385,-2.0197486386381476,130.0,130.0,2.0
qwen3-4b,en,es,fr,fr,val,freq,-5.7713040865384615,-2.1724155970982144,-5.403545673076923,0.2110576923076923,5.614603365384616,5.982361778846154,2.3834732894059067,130.0,130.0,2.0
qwen3-4b,en,es,fr,fr,val,val,-5.7713040865384615,-2.333466198979592,-5.403545673076923,-5.7713040865384615,-0.36775841346153815,0.0,-3.4378378875588695,130.0,130.0,2.0
